#####################################################################################################################################################################################################################################################################################################################################################################################################################################################################
########################################################################################################################                 ############################################################################################################################################################################################################################################################################################################################
########################################################################################################################                 ############################################################################################################################################################################################################################################################################################################################
########################################################################################################################                 ############################################################################################################################################################################################################################################################################################################################
########################################################################################################################                 ############################################################################################################################################################################################################################################################################################################################
########################################################################################################################                 ############################################################################################################################################################################################################################################################################################################################
########################################################################################################################                 ############################################################################################################################################################################################################################################################################################################################
########################################################################################################################                 ############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################              ############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################              ############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
#######################################################################################################################               ###############################################################################################################################################################################################################################################################################################################################
#######################################################################################################################               ###############################################################################################################################################################################################################################################################################################################################
#######################################################################################################################               ###############################################################################################################################################################################################################################################################################################################################
#######################################################################################################################               ###############################################################################################################################################################################################################################################################################################################################
########################################################################################################################              ###############################################################################################################################################################################################################################################################################################################################
#########################################################################################################################             ###############################################################################################################################################################################################################################################################################################################################
##########################################################################################################################            ###############################################################################################################################################################################################################################################################################################################################
##########################################################################################################################            ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
###########################################################################################################################           ###############################################################################################################################################################################################################################################################################################################################
#######################################################################################################################                        #####################P################################################################################################################################################################################################################################################################################################
#######################################################################################################################                        ##################### ################################################################################################################################################################################################################################################################################################
#######################################################################################################################                        ##################### ################################################################################################################################################################################################################################################################################################
#######################################################################################################################                        ##################### ################################################################################################################################################################################################################################################################################################
#######################################################################################################################                        #########                #############################################################################################################################################################################################################################################################################################
#######################################################################################################################                        #########                #############################################################################################################################################################################################################################################################################################
#########################################################################################################################                                                         ###################################################################################################################################################################################################################################################################################
#######################################################################################################                 #                                                         ###################################################################################################################################################################################################################################################################################
#######################################################################################################                 #   ############                                          ###################################################################################################################################################################################################################################################################################
##########################################################################################################              #  #            #                                         ###################################################################################################################################################################################################################################################################################
########################################################################################################P#              ####             #                                         ##################################################################################################################################################################################################################################################################################
######################################################################################################## #              ####             #                                          #################################################################################################################################################################################################################################################################################
######################################################################################################## #                                #                                          ################################################################################################################################################################################################################################################################################
######################################################################################################## ##########                       #                                          ################################################################################################################################################################################################################################################################################
############################################################################################################################################################################################################################################################################################################################################################################                     ############################################################################################
####################################################################################################################################################################################################################################################################################################################################################                     ############################################################################################
####################################################################################################################################################################################################################################################################################################################################################                  ###############################################################################################
####################################################################################################################################################################################################################################################################################################################################################                  ###############################################################################################
####################################################################################################################################################################################################################################################################################################################################################                  ###############################################################################################
#######################################################################################################################################################################################################################################################################################################################################################               ###############################################################################################
#######################################################################################################################################################################################################################################################################################################################################################               ###############################################################################################
#######################################################################################################################################################################################################################################################################################################################################################                ##############################################################################################
#######################################################################################################################################################################################################################################################################################################################################################                        ######################################################################################
#######################################################################################################################################################################################################################################################################################################################################################                        ######################################################################################
#######################################################################################################################################################################################################################################################################################################################################################                        ######################################################################################
#######################################################################################################################################################################################################################################################################################################################################################                        ######################################################################################
##########################################################################################################################################################################################################################################################################################################################################################                  #########################################################################################
##########################################################################################################################################################################################################################################################################################################################################################                  #########################################################################################
##########################################################################################################################################################################################################################################################################################################################################################                  #########################################################################################
##########################################################################################################################################################################################################################################################################################################################################################                  #########################################################################################
################################################################################################################################################################################################################################################################################################################################################################      ###############################################################################################
################################################################################################################################################################################################################################################################################################################################################################      ###############################################################################################
################################################################################################################################################################################################################################################################################################################################################################111111###############################################################################################
################################################################################################################################################################################################################################################################################################################################################################      ###############################################################################################
################################################################################################################################################################################################################################################################################################################################################################      ###############################################################################################
################################################################################################################################################################################################################################################################################################################################################################      ###############################################################################################
################################################################################################################################################################################################################################################################################################################################################################      ###############################################################################################
################################################################################################################################################################################################################################################################################################################################################################      ###############################################################################################
################################################################################################################################################################################################################################################################################################################################################################      ###############################################################################################
################################################################################################################################################################################################################################################################################################################################################################      ###############################################################################################
################################################################################################################################################################################################################################################################################################################################################################      ###############################################################################################
################################################################################################################################################################################################################################################################################################################################################################      ###############################################################################################
################################################################################################################################################################################################################################################################################################################################################################      ###############################################################################################
################################################################################################################################################################################################################################################################################################################################################################      ###############################################################################################
################################################################################################################################################################################################################################################################################################################################################################      ###############################################################################################
################################################################################################################################################################################################################################################################################################################################################################      ###############################################################################################
################################################################################################################################################################################################################################################################################################################################################################111111###############################################################################################
################################################################################################################################################################################################################################################################################################################################################################      ###############################################################################################
########################################################################################################################################################################################################################################################################################################################################################                       ######################################################################################
########################################################################################################################################################################################################################################################################################################################################################                       ######################################################################################
########################################################################################################################################################################################################################################################################################################################################################                       ######################################################################################
########################################################################################################################################################################################################################################################################################################################################################                       ######################################################################################
###########################################################################################################################################################################################################################################################################################################################################################                ##########################################################################################
###########################################################################################################################################################################################################################################################################################################################################################                ##########################################################################################
###########################################################################################################################################################################################################################################################################################################################################################                ##########################################################################################
###########################################################################################################################################################################################################################################################################################################################################################                ##########################################################################################
#############                      #  #                              #   #                     ############################################################################################################################################################################################################################################################                ##########################################################################################
#############                      #  #                              #   #                     ############################################################################################################################################################################################################################################################                ##########################################################################################
#############                      #  #                              #   #                     ############################################################################################################################################################################################################################################################                ##########################################################################################
#############                      #  #                              #   #                     ############################################################################################################################################################################################################################################################                ##########################################################################################
#############                      #  #                              #   #                     ############################################################################################################################################################################################################################################################             hhh##########################################################################################
#############                      #  #                              #   #                     ############################################################################################################################################################################################################################################################             hhh##########################################################################################
###################      ########################################################       #########################################################################################################################################################################################################################################################hhhhh                  hhhhhhhhhhhhhh###############################################################################
#############     #      #   #           444444444444444444444444444            #       #      ##################################################################################################################################################################################################################################################hhhhh                  hhhhhhhhhhhhhh###############################################################################
#############     #      #   #             #                    #               #       #      ##################################################################################################################################################################################################################################################hhhhh                  hhhhhhhhhhhhhh###############################################################################
#############     #      #   #             #                    #               #       #      ##################################################################################################################################################################################################################################################hhhhh                  hhhhhhhhhhhhhh###############################################################################
#############     #      #   #      #      #                    #      #        #       #      ##################################################################################################################################################################################################################################################hhhhhhhhhh             ######hhhhhhhh###############################################################################
#############     #      #   #      #      #                    #      #        #       #      ##################################################################################################################################################################################################################################################hhhhhhhhhh             ######hhhhhhhh###############################################################################
#############     #      #   #      #      #                    #      #        #       #      ##################################################################################################################################################################################################################################################hhhhhhhhhh             ######hhhhhhhh###############################################################################
#############     #      #   #      #      #                    #      #        #       #      ##################################################################################################################################################################################################################################################hhhhhhhhhh                                    ######################################################################
#############     #      #   #      #      #                    #      #        #       #      ###############################################################################################################################################################################################################################################hhhhhhhhhhhhh                                    ######################################################################
#############     #      #   #      #      #                    #      #        #       #      ###############################################################################################################################################################################################################################################hhhhhhhhhhhhh                                    ######################################################################
#############     #      #   #      #      #                    #      #        #       #      ####################################################################################################################################################################################################################################PP#########hhhhhhhhhhhhh                                    ######################################################################
#############     #      #   #      #      #                    #      #        #       #      ####################################################################################################################################################################################################################################  #########hhhhhhhhhhhhh                                    ######################################################################
#############     #      #   #      #      #                    #      #        #       #      ####################################################################################################################################################################################################################################  #########hhhhhhhh                                         ######################################################################
#############     #      #   #      #      #                    #      #        #       #      ####################################################################################################################################################################################################################################  #########hhhhhhhh                                  #############################################################################
#############     #      #   #      #      #                    #      #        #       #      ####################################################################################################################################################################################################################################  #########hhhhhhhh                                  #############################################################################
#############     #      #   #      #      #                    #      #        #       #      ###############################################################################################################################################################################################################################                                                          #############################################################################
#############     #      #   #      #      #                    #      #        #       #      ###############################################################################################################################################################################################################################                                              #####       #############################################################################
#############     #      #   #      #      #                    #      #        #       #      ###############################################################################################################################################################################################################################                                              #####       #############################################################################
#############     #      #   #      #      #                    #      #        #       #      ###############################################################################################################################################################################################################################hhhhh                                         #####       #############################################################################
#############     #      #   #      #      #                    #      #        #       #      ###########################################################################################################################################################################################################################    hhhhh                                         #####       #############################################################################
###################      ###################                    #################       ##################################################################################################################################################################################################################################    hhhhhhhh                                 ##########       #############################################################################
#############                                                                                  ###########################################################################################################################################################################################################################    hhhhhhhh                                 ##########       #############################################################################
#############                                                                                  ###########################################################################################################################################################################################################################    hhhhhhhh                                 ##########       #############################################################################
#############                                                                                  ###############################################################################################################################################################################################################################hhhhhhhhhhhh                         ##############       #############################################################################
#############                                                                                  ###############################################################################################################################################################################################################################hhhhhhhhhhhh                         ##############       #############################################################################
#################################################          ###################################################################################################################################################################################################################################################################hhhhhhhhhhhh                         ##############       #############################################################################
                                                 RRRRRRRRRR                                                                                                                                                                                                                                                    ###############hhhhhhhhhhhh                     ##################       #############################################################################
                                                 RRRRRRRRRR                                                                                                                                                                                                                                                    ###############     hhhhhhh                     ##################       #############################################################################
                                                                                                                                                                                                                                                                                                               ###############     hhhhhhh                     ##################       #############################################################################
                                                                                                                                                                                                                                                                                                               #################   hhhhhhh                  #####################       #############################################################################
                                                                                                                                                                                                                                                                                                               #################                            #####################       #############################################################################
                                                                                                                                                                                                                                                                                                               #################                            #####################       #############################################################################
                                                                                                                                                                                                                                                                                                               #################                            #####################       #############################################################################
                                                                                                                                                                                                                                                                                                               #################                            #####################       #############################################################################
                                                                                                                                                                                                                                                                                                               #################                            #####################       #############################################################################
                                                                                                                                                                                                                                                                                                               ############################                 #####################       #############################################################################
                                                                                                                                                                                                                                                                                                               ############################              ########################       #############################################################################
                                                                                                                                                                                                                                                                                                               ############################              ########################       #############################################################################
                                                                                                                                                                                                                                                                                                               ############################              ########################       #############################################################################
                                                                                                                                                                                                                                                                                                               ############################           ###########################       #############################################################################
                                                                                                                                                                                                                                                                                                               ############################           ###########################       #############################################################################
                                                                                                                                                                                                                                                                                                               #####################################  ###########################       #############################################################################
                                                                                                                                                                                                                                                                                                               #####################################  ###########################       #############################################################################
                                                                                                                                                                                                                                                                                                               #####################################  ###########################       #############################################################################
                                                                                                                                                                                                                                                                                                               #####################################  ###########################       #############################################################################
                                                                                                                                                                                                                                                                                                               #####################################  ###########################       #############################################################################
                                                                                                                                                                                                                                                                                                               #####################################  ###########################                         ###########################################################
                                                                                                                                                                                                                                                                                                               #####################################  ###########################                         ###########################################################
